Parm;PM10;NO2;NO;NOX;IQA
13/8/21 8.00;31.99;27.55;2.70;32.75;64
13/8/21 12.00;24.18;14.96;3.27;21.39;48
13/8/21 14.00;27.11;13.40;2.40;18.54;54
13/8/21 16.00;21.98;10.74;2.07;15.45;44
13/8/21 18.00;21.49;18.64;2.46;23.73;43
13/8/21 20.00;26.37;56.57;4.27;63.30;53
13/8/21 22.00;23.93;21.29;1.13;24.26;48
14/8/21 0.00;35.41;19.86;1.23;23.02;71
14/8/21 2.00;26.62;9.35;0.69;11.99;53
14/8/21 4.00;21.49;6.27;0.52;8.75;43
14/8/21 6.00;17.09;12.85;0.83;15.60;34
14/8/21 8.00;16.36;17.20;1.11;20.25;33
14/8/21 10.00;23.69;11.72;1.80;16.00;47
14/8/21 12.00;26.86;10.68;1.33;14.28;54
14/8/21 14.00;58.61;7.60;1.20;11.08;117
14/8/21 16.00;29.30;7.29;0.78;10.13;59
14/8/21 18.00;27.59;14.64;1.44;18.27;55
14/8/21 20.00;23.69;17.67;0.50;19.78;47
14/8/21 22.00;22.22;11.83;0.28;13.78;44
15/8/21 0.00;26.62;15.55;0.50;17.73;53
15/8/21 2.00;16.85;7.36;0.00;9.01;34
15/8/21 4.00;18.07;3.09;0.00;4.87;36
15/8/21 6.00;19.78;6.46;0.09;8.27;40
15/8/21 8.00;14.65;16.27;0.40;18.28;29
15/8/21 10.00;16.61;16.81;0.62;19.13;33
15/8/21 12.00;15.87;8.79;0.25;10.78;32
15/8/21 14.00;17.83;10.64;0.27;12.60;36
15/8/21 16.00;12.70;3.07;0.00;4.85;25
15/8/21 18.00;9.28;5.74;0.10;7.59;19
15/8/21 20.00;15.14;15.55;0.10;17.10;30
15/8/21 22.00;26.13;18.65;0.00;19.96;52
16/8/21 0.00;28.08;12.51;0.07;14.12;56
18/8/21 8.00;13.19;8.32;0.68;9.28;26
18/8/21 10.00;21.49;9.89;2.24;13.20;43
18/8/21 12.00;15.87;10.69;2.39;14.19;32
18/8/21 14.00;12.45;4.72;0.66;5.76;25
18/8/21 16.00;7.33;4.60;0.68;5.67;15
18/8/21 18.00;16.36;7.47;1.05;9.02;33
18/8/21 20.00;15.87;11.30;1.60;13.58;32
18/8/21 22.00;11.48;5.88;0.72;6.98;23
19/8/21 0.00;15.38;7.19;0.27;7.55;31
19/8/21 2.00;18.80;6.57;0.22;6.87;38
19/8/21 4.00;48.84;3.84;0.20;4.20;98
19/8/21 6.00;24.42;6.97;0.32;7.42;49
19/8/21 8.00;23.20;8.20;0.78;9.32;46
19/8/21 10.00;33.94;7.42;1.27;9.31;68
19/8/21 12.00;16.85;6.73;1.34;8.73;34
19/8/21 14.00;15.63;6.00;1.15;7.74;31
19/8/21 16.00;7.81;4.72;0.94;6.17;16
19/8/21 18.00;9.28;11.22;2.09;14.25;19
19/8/21 20.00;10.01;15.52;0.17;15.48;20
19/8/21 22.00;19.05;18.18;0.23;18.16;38
20/8/21 0.00;42.74;13.38;0.70;14.21;85
20/8/21 2.00;21.49;6.13;0.01;6.13;43
20/8/21 4.00;10.74;4.11;0.16;4.39;21
20/8/21 6.00;5.13;8.56;0.36;9.02;10
20/8/21 8.00;2.44;10.48;0.75;11.49;6
20/8/21 10.00;9.28;12.20;3.56;17.46;19
20/8/21 12.00;43.71;9.76;1.90;12.55;87
20/8/21 14.00;21.73;4.50;0.77;5.71;43
20/8/21 16.00;21.73;3.99;0.85;5.32;43
20/8/21 18.00;17.09;9.53;1.47;11.66;34
20/8/21 20.00;16.61;10.78;0.13;10.82;33
20/8/21 22.00;26.62;9.74;0.07;9.73;53
21/8/21 0.00;14.41;5.19;0.38;5.78;29
21/8/21 2.00;12.94;9.64;0.22;9.84;26
21/8/21 4.00;13.92;5.27;0.00;5.28;28
21/8/21 6.00;8.55;9.17;0.39;9.65;17
21/8/21 8.00;11.48;11.88;0.71;12.77;23
21/8/21 10.00;6.11;9.86;2.91;14.18;12
21/8/21 12.00;13.19;8.64;1.62;11.03;26
21/8/21 14.00;52.50;4.57;0.42;5.23;105
21/8/21 16.00;26.13;4.12;0.38;4.74;52
21/8/21 18.00;25.15;9.05;0.73;10.07;50
21/8/21 20.00;23.20;24.81;0.63;25.20;46
21/8/21 22.00;25.15;18.26;0.43;18.54;50
22/8/21 0.00;18.80;21.31;0.61;21.79;38
22/8/21 2.00;15.38;11.23;0.10;11.21;31
22/8/21 4.00;19.05;4.16;0.00;4.19;38
22/8/21 6.00;51.77;3.83;0.30;4.33;104
22/8/21 8.00;25.89;7.38;0.41;7.96;52
22/8/21 10.00;12.70;6.62;0.85;7.88;25
22/8/21 12.00;6.35;16.38;2.11;19.29;13
22/8/21 14.00;24.91;3.89;0.62;4.87;50
22/8/21 16.00;12.70;4.86;0.78;6.06;25
22/8/21 18.00;48.35;11.12;0.88;12.29;97
22/8/21 20.00;24.18;16.21;0.09;16.04;48
22/8/21 22.00;11.97;18.03;0.61;18.60;24
23/8/21 0.00;5.86;11.31;0.30;11.60;12
23/8/21 2.00;7.81;6.95;0.01;6.91;16
23/8/21 4.00;11.48;4.67;0.00;4.69;23
23/8/21 6.00;26.13;15.62;1.25;17.24;52
23/8/21 8.00;17.09;22.89;1.37;24.48;34
23/8/21 10.00;28.57;22.83;1.91;25.25;57
23/8/21 12.00;19.29;20.15;2.91;24.17;39
23/8/21 14.00;13.19;9.52;1.10;11.09;26
23/8/21 16.00;14.65;10.70;1.22;12.41;29
23/8/21 18.00;11.48;15.46;1.05;16.78;23
23/8/21 20.00;18.32;13.92;0.44;14.35;37
23/8/21 22.00;22.22;6.45;0.21;6.75;44
24/8/21 0.00;21.98;7.25;0.55;8.04;44
24/8/21 2.00;30.77;4.79;0.33;5.32;62
24/8/21 4.00;18.32;3.23;0.10;3.45;37
24/8/21 6.00;22.22;6.59;0.44;7.23;44
24/8/21 8.00;23.69;13.79;1.39;15.68;47
24/8/21 10.00;30.04;11.52;1.94;14.32;60
24/8/21 12.00;22.22;14.16;2.51;17.75;44
24/8/21 14.00;13.19;5.79;0.94;7.22;26
24/8/21 16.00;8.30;8.05;1.83;10.78;17
24/8/21 18.00;11.23;14.67;3.05;19.07;22
24/8/21 20.00;10.50;19.46;1.21;20.91;21
24/8/21 22.00;11.97;20.79;4.52;27.27;24
25/8/21 0.00;16.61;11.43;0.45;11.95;33
25/8/21 2.00;20.27;3.27;0.74;4.47;41
25/8/21 4.00;13.43;3.79;0.62;4.80;27
25/8/21 6.00;12.45;9.89;0.80;10.98;25
25/8/21 8.00;12.45;16.94;2.22;20.01;25
25/8/21 10.00;17.34;18.42;4.42;24.81;35
25/8/21 12.00;18.80;10.91;2.50;14.59;38
25/8/21 14.00;16.85;5.70;1.83;8.48;34
25/8/21 16.00;40.78;6.87;1.86;9.67;82
25/8/21 18.00;29.30;14.66;3.35;19.53;59
25/8/21 20.00;18.07;12.92;2.47;16.48;36
25/8/21 22.00;17.58;9.40;0.35;9.82;35
26/8/21 0.00;18.32;8.66;0.85;9.87;37
26/8/21 2.00;17.58;4.78;0.86;6.11;35
26/8/21 4.00;43.96;5.41;0.83;6.68;88
26/8/21 6.00;22.22;8.26;1.20;10.01;44
26/8/21 8.00;10.99;12.17;1.33;14.01;22
26/8/21 10.00;5.37;16.23;3.51;21.30;11
26/8/21 12.00;2.69;11.86;3.00;16.28;8
26/8/21 14.00;1.22;5.86;1.49;8.14;4
26/8/21 16.00;2.20;10.10;2.67;14.05;7
26/8/21 18.00;2.44;11.74;2.91;16.01;8
26/8/21 20.00;11.48;17.28;1.53;19.28;23
26/8/21 22.00;12.21;9.92;1.20;11.62;24
27/8/21 0.00;13.92;7.25;1.31;9.20;28
27/8/21 2.00;40.54;6.72;1.02;8.26;81
27/8/21 4.00;20.02;6.47;1.21;8.29;40
27/8/21 6.00;10.26;12.72;1.66;15.06;21
27/8/21 8.00;4.88;13.85;3.09;18.34;10
27/8/21 10.00;2.44;8.78;1.77;11.39;6
27/8/21 12.00;35.65;19.53;3.90;25.09;71
27/8/21 14.00;17.83;10.00;2.06;13.01;36
27/8/21 16.00;8.79;7.99;2.26;11.38;18
27/8/21 18.00;13.43;13.29;1.48;15.33;27
27/8/21 20.00;7.81;24.22;1.91;26.59;16
27/8/21 22.00;17.58;20.01;1.26;21.51;35
28/8/21 0.00;9.77;11.27;1.01;12.65;20
28/8/21 2.00;14.90;9.34;0.96;10.69;30
28/8/21 4.00;14.41;7.76;1.03;9.26;29
28/8/21 6.00;12.21;13.88;2.36;17.25;24
28/8/21 8.00;13.43;10.51;2.29;13.87;27
28/8/21 10.00;28.08;12.52;3.65;17.90;56
28/8/21 12.00;14.90;10.36;2.69;14.34;30
28/8/21 14.00;11.72;5.25;1.19;7.08;23
28/8/21 16.00;10.01;7.26;1.32;9.24;20
28/8/21 18.00;16.61;8.52;1.35;10.50;33
28/8/21 20.00;18.07;11.58;1.27;13.35;36
28/8/21 22.00;10.50;5.43;1.21;7.28;21
29/8/21 0.00;11.97;5.98;1.22;7.83;24
29/8/21 2.00;13.68;4.10;1.28;6.11;27
29/8/21 4.00;39.80;3.48;1.20;5.38;80
29/8/21 6.00;20.02;4.29;1.38;6.44;40
29/8/21 8.00;9.77;4.46;1.93;7.45;20
29/8/21 10.00;4.88;7.98;2.92;12.39;10
29/8/21 12.00;32.72;6.89;2.31;10.40;65
29/8/21 14.00;16.36;4.53;2.15;7.86;33
29/8/21 16.00;8.06;4.34;2.25;7.82;16
29/8/21 18.00;11.72;10.70;2.82;14.86;23
29/8/21 20.00;6.84;9.82;2.69;13.82;14
29/8/21 22.00;3.66;9.80;2.92;14.14;7
30/8/21 0.00;13.43;8.53;1.87;11.30;27
30/8/21 2.00;38.83;5.72;1.22;7.59;78
30/8/21 4.00;19.54;4.41;1.27;6.38;39
30/8/21 6.00;18.80;9.79;1.58;12.08;38
30/8/21 8.00;9.28;16.40;3.95;22.13;19
30/8/21 10.00;4.64;9.10;3.51;14.38;9
30/8/21 12.00;16.61;17.10;6.25;26.33;33
30/8/21 14.00;8.30;8.33;3.06;12.93;17
30/8/21 16.00;16.61;6.21;2.85;10.56;33
30/8/21 18.00;10.99;10.07;3.89;15.89;22
30/8/21 20.00;10.74;26.07;7.56;37.05;21
30/8/21 22.00;41.27;16.71;3.93;22.41;83
31/8/21 0.00;20.51;12.13;1.70;14.55;41
31/8/21 2.00;10.26;13.37;5.08;20.93;21
31/8/21 4.00;5.37;11.59;1.28;13.37;11
31/8/21 6.00;2.44;14.80;2.10;17.75;9
31/8/21 8.00;1.22;20.64;4.65;27.33;14
31/8/21 10.00;2.93;21.91;5.63;30.06;15
31/8/21 12.00;5.62;16.74;4.64;23.53;12
31/8/21 14.00;41.76;10.71;3.07;15.25;84
31/8/21 16.00;20.76;11.13;3.00;15.56;42
31/8/21 18.00;12.45;19.86;5.43;27.76;25
31/8/21 20.00;13.19;31.65;2.77;35.13;26
31/8/21 22.00;21.00;27.33;1.88;29.57;42
1/9/21 0.00;11.48;18.29;1.42;20.08;23
1/9/21 2.00;16.85;16.27;1.77;18.67;34
1/9/21 4.00;17.09;9.95;1.52;12.14;34
1/9/21 6.00;23.44;13.89;2.29;17.15;47
1/9/21 8.00;47.13;18.18;3.35;22.94;94
1/9/21 10.00;23.44;12.98;3.73;18.47;47
1/9/21 12.00;11.72;12.46;4.14;18.61;23
1/9/21 14.00;29.79;10.37;3.96;16.30;60
1/9/21 16.00;14.90;10.41;3.38;15.45;30
1/9/21 18.00;16.36;14.23;4.10;20.26;33
1/9/21 20.00;8.06;15.54;3.43;20.50;16
1/9/21 22.00;37.85;8.23;2.14;11.42;76
2/9/21 0.00;18.80;9.32;1.89;12.10;38
2/9/21 2.00;9.28;7.06;1.62;9.49;19
2/9/21 4.00;17.83;6.84;1.68;9.38;36
2/9/21 6.00;8.79;11.38;2.37;14.83;18
2/9/21 8.00;4.40;17.96;4.57;24.60;12
2/9/21 10.00;2.20;12.49;5.46;20.65;10
2/9/21 12.00;0.98;12.59;5.58;20.94;10
2/9/21 14.00;41.51;8.69;3.55;14.03;83
2/9/21 16.00;20.76;8.20;3.03;12.76;42
2/9/21 18.00;17.34;11.61;3.51;16.81;35
2/9/21 20.00;11.72;17.73;4.30;23.96;23
2/9/21 22.00;12.21;13.71;3.26;18.47;24
3/9/21 0.00;45.18;9.99;2.00;12.92;90
3/9/21 2.00;22.47;4.64;1.65;7.20;45
3/9/21 4.00;11.23;4.27;1.64;6.81;22
3/9/21 6.00;5.62;8.87;1.94;11.75;11
3/9/21 8.00;26.62;19.17;4.05;24.98;53
3/9/21 12.00;6.59;11.11;4.71;19.69;13
3/9/21 14.00;26.86;6.78;3.24;13.31;54
3/9/21 16.00;13.43;7.28;3.62;14.38;27
3/9/21 18.00;11.97;15.09;5.52;24.73;24
3/9/21 20.00;39.56;18.89;5.40;28.19;79
3/9/21 22.00;19.78;8.79;2.30;13.78;40
4/9/21 0.00;9.77;14.65;2.08;19.05;20
4/9/21 2.00;4.88;11.33;2.82;17.01;10
4/9/21 4.00;34.43;7.00;1.66;11.09;69
4/9/21 6.00;17.09;13.09;2.64;18.41;34
4/9/21 8.00;8.55;23.30;5.96;33.25;17
4/9/21 10.00;7.81;12.47;5.05;21.51;16
4/9/21 12.00;19.78;11.23;4.29;19.16;40
4/9/21 14.00;10.26;4.96;2.70;10.75;21
4/9/21 16.00;45.18;5.44;2.78;11.32;90
4/9/21 18.00;26.13;10.46;4.70;19.06;52
4/9/21 20.00;12.94;16.82;6.07;27.24;26
4/9/21 22.00;18.32;11.65;2.07;16.17;37
5/9/21 0.00;13.68;9.07;2.08;13.71;27
5/9/21 2.00;26.37;6.31;2.11;11.12;53
5/9/21 4.00;21.00;10.72;3.11;16.77;42
5/9/21 6.00;13.92;6.83;2.12;11.57;28
5/9/21 8.00;10.99;7.36;2.59;12.79;22
5/9/21 10.00;23.69;7.43;2.94;13.39;47
5/9/21 12.00;49.82;11.79;3.61;18.56;100
5/9/21 14.00;24.91;4.25;2.54;9.77;50
5/9/21 16.00;22.22;3.22;2.44;8.65;44
5/9/21 18.00;52.01;9.12;3.10;15.24;104
5/9/21 20.00;25.89;19.02;3.24;24.83;52
5/9/21 22.00;13.92;19.58;2.25;23.85;28
6/9/21 0.00;6.84;13.00;2.18;17.50;14
6/9/21 2.00;3.42;6.46;2.19;11.33;7
6/9/21 4.00;1.71;2.52;2.06;7.39;4
6/9/21 6.00;0.73;9.53;2.35;14.48;7
6/9/21 8.00;8.79;23.66;4.72;31.50;18
6/9/21 10.00;22.71;12.88;5.03;21.76;45
6/9/21 12.00;33.21;11.65;5.03;20.59;66
6/9/21 14.00;46.89;8.72;3.86;16.04;94
6/9/21 16.00;23.44;8.67;3.76;15.84;47
6/9/21 18.00;16.36;19.44;5.92;29.33;33
6/9/21 20.00;14.41;34.73;2.82;39.06;29
6/9/21 22.00;20.76;20.58;2.18;24.69;42
7/9/21 0.00;25.15;14.47;2.09;18.75;50
7/9/21 2.00;18.56;9.74;2.06;14.24;37
8/9/21 16.00;18.80;7.59;1.67;12.79;38
8/9/21 18.00;30.04;19.02;5.92;31.89;60
8/9/21 20.00;20.27;28.11;5.12;40.70;41
8/9/21 22.00;27.84;18.91;0.43;23.36;56
9/9/21 0.00;57.14;14.01;0.70;18.39;114
9/9/21 2.00;28.57;7.94;0.31;11.10;57
9/9/21 4.00;14.41;7.78;0.24;9.84;29
9/9/21 6.00;7.08;14.99;0.89;18.73;14
9/9/21 8.00;3.42;29.06;4.34;39.43;20
9/9/21 10.00;18.07;23.14;5.66;34.96;36
9/9/21 12.00;25.40;17.97;5.80;29.52;51
9/9/21 14.00;30.53;9.36;2.04;14.33;61
9/9/21 16.00;16.36;12.04;2.91;18.59;33
9/9/21 18.00;11.72;21.73;5.24;32.79;23
9/9/21 20.00;13.43;34.87;2.09;42.35;27
9/9/21 22.00;25.40;18.27;0.65;21.95;51
10/9/21 0.00;21.00;10.95;0.57;13.81;42
10/9/21 2.00;19.05;5.77;0.09;7.40;38
10/9/21 4.00;10.74;3.56;0.24;5.21;21
10/9/21 6.00;11.48;12.85;0.92;16.42;23
10/9/21 8.00;14.65;18.61;3.50;26.70;29
10/9/21 10.00;13.68;15.67;4.03;24.28;27
10/9/21 12.00;13.68;14.47;3.96;22.85;27
10/9/21 14.00;14.65;6.14;1.63;10.16;29
10/9/21 16.00;11.72;8.76;1.91;13.46;23
10/9/21 18.00;15.14;17.61;3.50;25.60;30
10/9/21 20.00;22.71;26.90;4.87;37.88;45
10/9/21 22.00;18.32;16.72;1.24;21.17;37
11/9/21 0.00;26.62;6.92;0.73;9.64;53
11/9/21 2.00;17.58;8.39;1.41;12.28;35
11/9/21 4.00;12.94;9.97;1.63;13.00;26
11/9/21 6.00;10.26;15.57;0.96;17.66;21
11/9/21 8.00;17.09;20.96;3.20;26.56;34
11/9/21 10.00;31.26;13.14;2.45;17.48;63
11/9/21 12.00;17.83;14.04;3.50;20.01;36
11/9/21 14.00;12.70;8.81;1.40;11.48;25
11/9/21 16.00;15.63;9.18;1.86;12.55;31
11/9/21 18.00;13.19;16.18;2.04;19.93;26
11/9/21 20.00;13.19;28.12;2.48;32.71;26
11/9/21 22.00;15.38;17.95;0.77;19.78;31
12/9/21 0.00;15.14;8.85;0.64;10.36;30
12/9/21 2.00;16.61;8.18;0.49;9.44;33
12/9/21 4.00;19.05;4.55;0.50;5.77;38
12/9/21 6.00;11.72;6.32;0.61;7.74;23
12/9/21 8.00;13.92;7.69;0.73;9.31;28
12/9/21 10.00;22.47;8.00;1.26;10.44;45
12/9/21 12.00;22.47;8.83;1.53;11.69;45
12/9/21 14.00;12.45;6.04;1.17;8.31;25
12/9/21 16.00;40.54;8.97;1.22;11.36;81
12/9/21 18.00;20.27;10.86;2.90;15.86;41
12/9/21 20.00;10.01;28.74;1.40;31.70;20
12/9/21 22.00;11.97;21.03;0.87;23.06;24
13/9/21 0.00;16.85;9.94;0.73;11.59;34
13/9/21 2.00;16.85;6.74;0.67;8.26;34
13/9/21 4.00;14.65;4.78;0.67;6.17;29
13/9/21 6.00;16.61;16.21;1.09;18.26;33
13/9/21 8.00;17.09;26.76;3.97;33.23;34
13/9/21 10.00;34.19;19.32;4.89;27.20;68
13/9/21 12.00;27.35;17.73;4.07;24.34;55
13/9/21 14.00;19.54;20.82;2.92;25.68;39
13/9/21 16.00;22.22;23.86;3.69;29.89;44
13/9/21 18.00;24.66;23.65;3.14;28.85;49
13/9/21 20.00;33.46;43.77;1.63;46.67;67
13/9/21 22.00;29.55;18.39;1.00;20.30;59
14/9/21 0.00;27.35;11.60;0.62;12.92;55
14/9/21 2.00;22.95;9.65;0.48;10.75;46
14/9/21 4.00;17.34;11.46;0.61;12.76;35
14/9/21 6.00;19.78;24.58;1.46;27.19;40
14/9/21 8.00;26.62;37.03;5.72;46.19;53
14/9/21 10.00;28.82;27.24;3.05;32.30;58
14/9/21 12.00;29.30;42.82;9.69;58.09;59
14/9/21 14.00;23.69;15.71;2.78;20.34;47
14/9/21 16.00;28.33;15.30;2.45;19.43;57
14/9/21 18.00;25.15;23.34;4.07;29.96;50
14/9/21 20.00;21.49;32.72;1.10;34.80;43
14/9/21 22.00;32.48;26.21;1.26;28.53;65
15/9/21 0.00;24.18;19.28;0.74;20.78;48
15/9/21 2.00;29.06;10.59;0.67;11.99;58
15/9/21 4.00;23.44;9.19;0.67;10.60;47
15/9/21 6.00;21.00;22.69;1.01;24.68;42
15/9/21 8.00;25.64;46.26;12.32;65.65;51
15/9/21 10.00;37.12;34.39;2.73;39.04;74
15/9/21 12.00;32.23;45.56;10.28;61.82;64
15/9/21 14.00;55.92;17.93;2.47;22.14;112
15/9/21 16.00;32.48;20.82;3.11;26.02;65
15/9/21 18.00;28.33;35.02;2.25;38.94;57
15/9/21 20.00;25.15;41.50;1.77;44.71;50
15/9/21 22.00;31.99;21.19;1.10;23.31;64
16/9/21 0.00;23.44;14.47;0.92;16.29;47
16/9/21 2.00;25.40;11.74;0.61;13.07;51
16/9/21 4.00;21.73;12.46;0.68;13.91;43
16/9/21 6.00;21.98;18.73;0.93;20.57;44
16/9/21 8.00;23.44;37.71;6.76;48.56;47
16/9/21 10.00;16.36;19.37;1.29;21.77;33
16/9/21 12.00;18.56;42.58;10.20;58.71;37
16/9/21 14.00;25.64;18.87;1.35;21.37;51
16/9/21 16.00;25.64;30.38;2.16;34.15;51
16/9/21 18.00;34.68;17.20;1.74;20.28;69
16/9/21 20.00;19.29;15.53;1.08;17.60;39
16/9/21 22.00;24.66;9.34;0.67;10.77;49
17/9/21 0.00;31.50;6.22;0.57;7.47;63
17/9/21 2.00;19.29;10.58;0.61;11.91;39
17/9/21 4.00;17.09;7.34;0.68;9.35;34
17/9/21 6.00;19.54;14.05;0.97;16.51;39
17/9/21 8.00;22.22;56.96;31.71;106.69;53
17/9/21 10.00;29.79;37.83;4.80;46.24;60
17/9/21 12.00;37.36;36.24;12.13;55.89;75
17/9/21 14.00;33.94;10.31;1.09;12.94;68
17/9/21 16.00;34.92;15.80;1.36;18.87;70
17/9/21 18.00;36.63;15.28;1.44;18.47;73
17/9/21 20.00;33.21;51.40;5.26;60.56;66
17/9/21 22.00;39.32;11.77;0.92;14.14;79
18/9/21 0.00;28.57;5.41;0.61;7.29;57
18/9/21 2.00;28.08;3.74;0.61;5.62;56
18/9/21 4.00;24.91;11.17;0.53;12.95;50
18/9/21 6.00;17.09;23.59;3.12;29.39;34
18/9/21 8.00;21.25;28.68;5.33;37.87;42
18/9/21 10.00;41.27;21.01;4.64;29.13;83
18/9/21 12.00;39.32;15.63;4.54;23.57;79
18/9/21 14.00;36.87;7.79;2.44;12.49;74
18/9/21 16.00;29.30;7.24;2.45;11.94;59
18/9/21 18.00;36.63;15.29;3.81;22.11;73
18/9/21 20.00;31.75;18.16;4.31;25.76;63
18/9/21 22.00;37.61;21.40;2.22;25.81;75
19/9/21 0.00;32.48;12.97;1.52;16.27;65
19/9/21 2.00;28.33;9.74;0.83;11.98;57
19/9/21 4.00;31.99;7.11;0.79;8.67;64
19/9/21 6.00;25.64;10.22;0.94;12.00;51
19/9/21 8.00;29.79;9.79;2.29;13.65;60
19/9/21 10.00;32.48;8.45;1.45;11.01;65
19/9/21 12.00;30.53;12.73;3.23;18.01;61
19/9/21 14.00;17.09;13.08;2.22;16.82;34
19/9/21 16.00;15.14;7.72;2.18;11.41;30
19/9/21 18.00;23.69;13.95;1.92;17.23;47
19/9/21 20.00;21.25;20.12;1.24;22.34;42
19/9/21 22.00;27.84;12.17;0.84;13.79;56
20/9/21 0.00;22.95;11.64;0.91;13.38;46
20/9/21 2.00;25.89;5.98;1.27;8.27;52
20/9/21 4.00;35.41;2.37;0.68;3.76;71
20/9/21 6.00;24.18;13.99;1.38;16.43;48
20/9/21 8.00;21.73;29.18;8.29;42.20;43
20/9/21 10.00;25.40;15.56;3.74;21.62;51
20/9/21 12.00;25.89;18.76;8.55;32.19;52
20/9/21 14.00;51.28;10.60;3.98;17.05;103
20/9/21 16.00;39.32;8.66;2.98;13.58;79
20/9/21 18.00;27.35;16.23;7.45;27.97;55
20/9/21 20.00;18.56;22.90;3.05;27.89;37
20/9/21 22.00;22.95;23.37;1.21;25.53;46
21/9/21 0.00;29.79;21.37;2.23;25.10;60
21/9/21 2.00;20.76;7.64;0.84;9.26;42
21/9/21 4.00;15.38;4.38;0.61;5.58;31
21/9/21 6.00;10.50;11.06;1.37;13.38;21
21/9/21 8.00;9.52;24.69;8.02;37.10;19
21/9/21 10.00;16.85;11.36;3.23;16.52;34
21/9/21 12.00;22.95;24.31;10.99;41.28;46
21/9/21 14.00;17.83;7.67;1.92;10.86;36
21/9/21 16.00;16.36;16.12;5.76;25.13;33
21/9/21 18.00;17.58;26.93;13.06;47.05;35
21/9/21 20.00;40.54;20.77;4.29;27.49;81
21/9/21 22.00;20.27;9.84;2.19;13.43;41
22/9/21 0.00;10.01;4.78;0.61;5.98;20
22/9/21 2.00;4.88;3.41;0.61;4.61;10
22/9/21 4.00;2.44;3.14;0.61;4.34;5
22/9/21 6.00;30.53;7.61;0.85;9.15;61
22/9/21 8.00;15.14;20.77;4.49;27.80;30
22/9/21 10.00;7.57;10.39;2.02;13.71;15
22/9/21 12.00;3.66;13.87;5.96;23.19;12
22/9/21 14.00;1.71;8.11;2.67;12.43;6
22/9/21 16.00;43.71;6.97;2.15;10.51;87
22/9/21 18.00;21.73;11.89;2.42;15.81;43
22/9/21 20.00;10.74;14.59;2.98;19.35;21
22/9/21 22.00;5.37;5.66;1.14;7.67;11
23/9/21 0.00;41.03;4.46;0.86;6.04;82
23/9/21 2.00;20.51;2.71;0.74;4.12;41
23/9/21 4.00;22.22;2.34;1.00;4.77;44
23/9/21 6.00;10.99;7.75;1.78;11.49;22
23/9/21 8.00;8.55;24.33;14.03;47.22;24
23/9/21 10.00;4.15;10.13;4.73;18.44;9
23/9/21 12.00;1.95;17.95;10.19;34.82;17
23/9/21 14.00;11.48;8.97;3.19;14.91;23
23/9/21 16.00;42.25;12.72;4.57;20.84;84
23/9/21 18.00;21.00;16.98;4.60;25.25;42
23/9/21 20.00;10.50;27.72;6.89;39.73;21
23/9/21 22.00;5.13;20.80;1.34;24.15;12
24/9/21 0.00;16.61;5.70;0.94;8.11;33
24/9/21 2.00;8.30;3.44;0.82;5.61;17
24/9/21 4.00;4.15;2.08;0.71;4.05;8
24/9/21 6.00;7.33;17.31;1.84;21.36;15
24/9/21 8.00;3.66;27.27;9.15;42.75;21
24/9/21 10.00;1.71;10.02;2.91;15.53;8
24/9/21 12.00;0.73;31.30;12.80;52.45;26
24/9/21 14.00;31.75;13.15;2.77;18.53;63
24/9/21 16.00;18.32;14.59;3.75;21.51;37
24/9/21 18.00;18.07;26.12;6.84;38.02;36
24/9/21 20.00;17.83;38.95;4.81;48.01;36
24/9/21 22.00;24.91;15.10;1.20;18.12;50
25/9/21 0.00;14.41;16.53;3.13;22.52;29
25/9/21 2.00;17.58;12.03;2.03;16.25;35
25/9/21 4.00;11.48;6.01;0.98;9.55;23
25/9/21 6.00;43.96;20.64;1.79;25.86;88
25/9/21 8.00;21.98;30.72;7.84;45.51;44
25/9/21 10.00;10.99;38.51;9.47;56.02;28
25/9/21 12.00;7.33;21.46;4.17;30.35;15
25/9/21 14.00;45.67;11.78;2.64;18.04;91
25/9/21 16.00;27.35;8.45;1.92;13.50;55
25/9/21 18.00;17.34;19.86;4.02;28.48;35
25/9/21 20.00;12.21;39.44;4.70;49.65;25
25/9/21 22.00;27.59;18.11;1.33;22.54;55
26/9/21 0.00;19.78;11.71;0.81;15.16;40
26/9/21 2.00;28.08;10.19;2.02;15.45;56
26/9/21 4.00;52.75;5.29;0.74;8.45;105
26/9/21 6.00;26.13;7.56;0.82;10.91;52
26/9/21 8.00;12.94;17.70;3.24;25.04;26
26/9/21 10.00;6.35;18.02;2.44;24.16;13
26/9/21 12.00;3.17;18.08;3.24;25.44;13
26/9/21 14.00;9.77;5.88;1.24;9.82;20
26/9/21 16.00;13.19;5.95;1.57;10.39;26
26/9/21 18.00;13.68;15.92;2.48;22.06;27
26/9/21 20.00;10.74;22.50;2.70;29.16;21
26/9/21 22.00;11.72;8.82;1.06;12.57;23
27/9/21 0.00;22.95;5.49;0.70;8.58;46
27/9/21 2.00;21.25;4.45;0.69;7.51;42
27/9/21 4.00;15.38;4.96;1.08;7.67;31
27/9/21 6.00;18.07;18.70;1.52;22.45;36
27/9/21 8.00;18.56;47.10;33.06;99.94;50
27/9/21 10.00;34.92;24.50;3.78;31.86;70
27/9/21 12.00;47.86;30.67;8.47;45.38;96
27/9/21 14.00;38.34;32.00;3.47;39.09;77
27/9/21 16.00;41.27;21.10;3.41;27.81;83
27/9/21 18.00;35.90;52.19;8.20;67.04;72
